"user/id","user/name","user/profilePic","user/profileUrl","text"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent-dfw5-1.xx.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX929lsv&_nc_ht=scontent-dfw5-1.xx&oh=00_AfDmu1LQxSqq6mX-ZkhYVFVJ3xQDZQBrhQ6wBH14CzEMbw&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","কুষ্টিয়া ও ঢাকা থেকে এসেছেন কমরেড সফিউর রহমান,  আর কমরেড তাজু, ডিসান আন্তর্জাতিক ডেস্ক ,  কলকাতায় স্বাগত কমরেডস , লাল সালাম।"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent.fyvr3-1.fna.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX9mcqPU&_nc_ht=scontent.fyvr3-1.fna&oh=00_AfCujpyR0Lj2f6umIXmy6-PSaOdP5MLoC_-4uLC_5fDNDQ&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","Our team of experienced professionals will consult with you to understand your unique needs and find the best treatment options available across the globe. We'll provide you with expert guidance and support throughout the entire process, ensuring you receive the best possible care.

For consultation WhatsApp ✅+918584948227

#MedicalTourism 
#Healthcare 
#TreatmentIndia"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX-dQko7&_nc_ht=scontent-ord5-1.xx&oh=00_AfDLj_KEcVpC_bNQq-j8EFqGMQb2XDI4-A1ZczN6Rsa1GQ&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","কলকাতার স্বনামধন্য ডিসান হসপিটাল অ্যান্ড হার্ট ইনস্টিটিউট, রবী ঠাকুর মোড়, ই এম বাইপাসে এডভান্সড কার্ডিয়াক (হার্ট) ও কমপ্লিট হেল্থ চেক-আপ করার বুকিং এর জন্য হোয়াটস অ্যাপ করুন।
✅+918584948227"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent-dus1-1.xx.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX-AYjQF&_nc_ht=scontent-dus1-1.xx&oh=00_AfDBnWPgZmw0fzyIGCdU3Ltbum0Sbfp1xZqu4gxCfIcfUw&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","ভারতের মেডিক্যাল ভিসা আবেদন এর জন্যে আবশ্যক ডকুমেন্ট , ভারতের হসপিটালের #ভিসাইনভাইটেশন ও #অ্যাপয়েনমেন্টলেটার, সরকারী চাকরী জীবি দের ভারত ভ্রমনে প্রয়োজনীয় GO সংগ্রহের জন্যে ( মেডিক্যাল )  পারপাস ছুটির আবেদন করার জন্যে , ট্যুরিষ্ট ভিসার দীর্ঘসূত্রতা , বিশেষ প্রয়োজনে মেডিক্যাল ভিসা  পেতে হোয়াটস অ্যাপ করুন।✅ +918584948227"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent.fshd1-1.fna.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX_xb2tX&_nc_ht=scontent.fshd1-1.fna&oh=00_AfA8YZ2nEqALsgNcEo6-01qbXhwXkduC8lRPkd27ioi76g&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","কলকাতার স্বনামধন্য ডিসান হসপিটাল অ্যান্ড হার্ট ইনস্টিটিউট, রবী ঠাকুর মোড়, ই এম বাইপাসে এডভান্সড কার্ডিয়াক (হার্ট) ও কমপ্লিট হেল্থ চেক-আপ করার বুকিং এর জন্য হোয়াটস অ্যাপ করুন।
✅+918584948227"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX_YhosH&_nc_ht=scontent-lga3-2.xx&oh=00_AfDYTLY7_1dzdHGBRVZRwxKtYtSI_4QrJbHgVDajS70qsA&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","ডিসান হসপিটাল , রুবী মোড়, কোলকাতায় ,হার্ট / কার্ডিয়াক হেল্থ কমপ্লিট চেক আপ প্যাকেজ , ট্যুরিস্ট/ মেডিক্যাল ভিসায় চেক আপ করাতে পারবেন , বুকিং এর জন্যে হোয়াটস অ্যাপ করুন, 
✅+918584948227"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent.fcae1-1.fna.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX96ol-v&_nc_ht=scontent.fcae1-1.fna&oh=00_AfCcrnoXb54K-HUTOykNgMKMDHLqg6QGvDvNO1Ef0O746g&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","আসন্ন 2024 ,ফেব্রুয়ারি মাসের ভাষা দিবস ও একুশে বইমেলা উপলক্ষ্যে ,যারা ঢাকা ,বাংলাদেশ , ভ্রমণ করতে চান ,ভারতের যেকোনো রাজ্য ও কলকাতা থেকে বাংলাদেশে ভ্রমণ করার ও বিজনেস পারপাস, বিজনেস ভিসা ও টুরিস্ট /ফ্যামিলী (TF) ভিসা, ( এক ও দুই বছরের )  ট্যুরিস্ট ভিসা , (এক মাস , তিন মাস ও ছয় মাসের), আর্জেন্ট প্রসেস হয়, ভারতীয় নাগরিকদের জন্যে।  We provide Bangladesh Business and Tourist/Family ( TF ) , Tourist Visa For Indian Citizens, from any state of India . Contact ✅8584948227 What's App Only."
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX-oNCkC&_nc_ht=scontent-atl3-2.xx&oh=00_AfCoKHpAYGBXdn6lgYT9kAzafIhChGlokjRISG82WiC5ng&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/",""
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent.fphx1-1.fna.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX_qFlD1&_nc_ht=scontent.fphx1-1.fna&oh=00_AfCAjhDVi-6GVmpNP0cdWRbXVaQcj5x78OmLTH2Y4tlNPA&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","বাংলাদেশ থেকে এসেছেন  দীর্ঘদিনের পরিচিত বিশিষ্ট লেখক ও প্রাক্তন উপ পরিচালক, জাহাঙ্গীর হোসেন স্যার, দাদাভাই, ও  বুলু ম্যাডাম , মেডিকা সুপার স্পেশালিটি হসপিটাল অনকোলজি হসপিটাল, স্যার দীর্ঘদিন ক্যান্সারের সঙ্গে লড়াই করছেন , স্যার, দ্রুত ক্যান্সার মুক্ত হোন, পার্থনা করি। 
মেডিকা সুপার স্পেশালিটি হসপিটাল, আন্তর্জাতিক টীম।"
"pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml","Priya Sen","https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/402176659_1138469010450036_3863475400102418512_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=111&ccb=1-7&_nc_sid=5740b7&_nc_ohc=ImP2UsZuHfsAX92_s3I&_nc_ht=scontent-mia3-1.xx&oh=00_AfC7QhWCvG_FsFmqOc98YSlRUyULBURQ9-ConxTPjgJSUA&oe=656DB350","https://www.facebook.com/people/Priya-Sen/pfbid02mu3qWFcgW7ga9dZDW3miDEtEhNamTPf16hjDsZfDarvvPfJjn42pryMin2y2e6qml/","বাংলাদেশ ব্যাংকের ডেপুটি ডিরেক্টর শ্রদ্ধেয় দাদাভাই এর সঙ্গে , দাদাভাই এসেছিলেন ঢাকা থেকে,মেডিকা সুপার স্পেশালিটি হসপিটালে , চেকআপ এর জন্যে , সঙ্গে আন্তর্জাতিক পেশেন্ট কো-অর্ডিনেটর টিমের আমরা।"
